acousticness,billboard_artist,billboard_df_index,billboard_name,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.462,lisa loeb,3506.0,stay i missed you,0.612,184333.0,0.591,0.0,00U1MDChdOTxWwtKoOoBXE,0.0,1.0,0.111,-7.02,1.0,60.0,1994-05-17,0.051,Stay (I Missed You),Lisa Loeb,Stay (I Missed You),160.659,4.0,audio_features,spotify:track:00U1MDChdOTxWwtKoOoBXE,0.349
0.0704,toni braxton,3507.0,breathe again,0.689,269173.0,0.677,0.0,1xFliXOpcu7E89AsDAZ7JV,0.0,0.0,0.0877,-6.36,1.0,61.0,1993-07-12,0.0326,Toni Braxton,Toni Braxton,Breathe Again,153.919,4.0,audio_features,spotify:track:1xFliXOpcu7E89AsDAZ7JV,0.259
0.19,bryan adams,3508.0,all for love,0.408,283707.0,0.569,0.0,035aFnfIrO25Hy4PRP6GC7,0.0,2.0,0.126,-6.237,1.0,57.0,2017-11-03,0.029,Ultimate,Bryan Adams,"All For Love - From ""The Three Musketeers""",74.835,4.0,audio_features,spotify:track:035aFnfIrO25Hy4PRP6GC7,0.146
0.00547,ace of base,3509.0,all that she wants,0.798,211213.0,0.625,0.0,6kWJvPfC4DgUpRsXKNa9z9,7.98e-05,11.0,0.103,-9.689,1.0,74.0,1993-12-24,0.0548,The Sign,Ace of Base,All That She Wants,93.764,4.0,audio_features,spotify:track:6kWJvPfC4DgUpRsXKNa9z9,0.858
0.00104,ace of base,3510.0,dont turn around,0.745,230187.0,0.771,0.0,4SYMibQ93bfzOk6uzkF0dO,0.387,4.0,0.0574,-8.231,0.0,58.0,1993-12-24,0.0755,The Sign,Ace of Base,Don't Turn Around,95.623,4.0,audio_features,spotify:track:4SYMibQ93bfzOk6uzkF0dO,0.752
0.0984,r kelly,3511.0,bump n grind,0.621,256133.0,0.481,0.0,0DBIL8arX0Zo6eAuxNIpik,0.0,11.0,0.241,-8.016,1.0,63.0,1993-11-07,0.0371,12 Play,R. Kelly,Bump n' Grind,65.004,4.0,audio_features,spotify:track:0DBIL8arX0Zo6eAuxNIpik,0.679
0.078,janet jackson,3512.0,again,0.873,301200.0,0.593,0.0,1GrikfH0jDejDvrxo84n4P,0.00697,7.0,0.104,-8.942,1.0,70.0,1997-10-07,0.103,The Velvet Rope,Janet Jackson,Together Again,123.091,4.0,audio_features,spotify:track:1GrikfH0jDejDvrxo84n4P,0.495
0.628,madonna,3513.0,ill remember,0.691,263813.0,0.601,0.0,00U0pedRUMEzREpyRqbVT6,0.017,7.0,0.0709,-9.698,1.0,52.0,1995-11-17,0.0428,Something to Remember,Madonna,I'll Remember (Theme from the Motion Picture With Honors),167.796,4.0,audio_features,spotify:track:00U0pedRUMEzREpyRqbVT6,0.85
0.154,salt n pepa,3514.0,whatta man,0.757,308360.0,0.544,0.0,7sJN693sYKEIEMu7fc5VnJ,6.07e-05,5.0,0.226,-10.722,1.0,63.0,1993-10-12,0.219,Very Necessary,Salt-N-Pepa,Whatta Man,173.208,4.0,audio_features,spotify:track:7sJN693sYKEIEMu7fc5VnJ,0.921
0.0695,john mellencamp,3515.0,wild night,0.665,207507.0,0.888,0.0,6opIwpImZYdxNgG4wpDxED,0.00147,7.0,0.104,-4.433,1.0,49.0,1994,0.0552,Dance Naked,John Mellencamp,Wild Night,144.339,4.0,audio_features,spotify:track:6opIwpImZYdxNgG4wpDxED,0.951
0.323,mariah carey,3516.0,without you,0.576,213667.0,0.526,0.0,1kMOJBmpfWD9fir6st9uqS,2.01e-06,6.0,0.0548,-8.524,1.0,72.0,1993-08-04,0.0325,Music Box,Mariah Carey,Without You,122.06,4.0,audio_features,spotify:track:1kMOJBmpfWD9fir6st9uqS,0.147
0.0964,toni braxton,3517.0,you mean the world to me,0.595,296400.0,0.736,0.0,1d0GYRpnCb0XNQcQdKhfKL,9.28e-06,11.0,0.104,-6.648,1.0,48.0,1993-07-12,0.0469,Toni Braxton,Toni Braxton,You Mean the World to Me,167.669,4.0,audio_features,spotify:track:1d0GYRpnCb0XNQcQdKhfKL,0.521
0.809,elton john,3518.0,can you feel the love tonight,0.308,240800.0,0.305,0.0,46C6OS7z78QtCxEACPrspw,9.55e-05,10.0,0.096,-10.669,1.0,55.0,2002,0.0309,Greatest Hits,Elton John,Can You Feel The Love Tonight,125.243,4.0,audio_features,spotify:track:46C6OS7z78QtCxEACPrspw,0.145
0.8,prince,3519.0,the most beautiful girl in the world,0.437,270345.0,0.287,0.0,2TAdelKqtPjyHWYMMkcmVX,0.0,6.0,0.117,-10.018,1.0,21.0,2011-07-12,0.0282,An Acoustic Tribute To Prince,The Prince Tribute Band,The Most Beautiful Girl In The World,185.598,4.0,audio_features,spotify:track:2TAdelKqtPjyHWYMMkcmVX,0.598
0.0389,coolio,3520.0,fantastic voyage,0.888,334440.0,0.584,0.0,3QlTzofanSqDWywxEzGGE2,3.25e-06,7.0,0.0625,-13.308,1.0,59.0,1994-07-19,0.112,It Takes a Thief,Coolio,Fantastic Voyage,104.704,4.0,audio_features,spotify:track:3QlTzofanSqDWywxEzGGE2,0.762
0.0528,big mountain,3521.0,baby i love your way,0.651,249520.0,0.747,0.0,1Rvl8qsKJurfFTyWLBI9ib,0.0,1.0,0.207,-7.269,0.0,71.0,1994,0.0699,The Best Of Big Mountain,Big Mountain,"Baby, I Love Your Way",147.518,4.0,audio_features,spotify:track:1Rvl8qsKJurfFTyWLBI9ib,0.776
0.304,warren g,3522.0,regulate,0.849,248867.0,0.521,1.0,7nYvUtkQMx1v80S2FH2s9J,1.65e-06,11.0,0.115,-12.999,0.0,76.0,1994-06-07,0.216,Regulate… G Funk Era,Warren G,Regulate,95.265,4.0,audio_features,spotify:track:7nYvUtkQMx1v80S2FH2s9J,0.763
0.0884,jon secada,3523.0,if you go,0.621,273933.0,0.819,0.0,267iIR5zovTVMwSIGaqIkR,0.0,7.0,0.134,-8.002,1.0,45.0,1994-01-01,0.0332,"Heart, Soul & A Voice",Jon Secada,If You Go,106.017,4.0,audio_features,spotify:track:267iIR5zovTVMwSIGaqIkR,0.485
0.0698,aaliyah,3524.0,back  forth,0.706,231093.0,0.727,0.0,45wneA2j0Z0WMnYNDO6Ad0,5.31e-06,5.0,0.115,-8.06,1.0,59.0,1994-05-22,0.0317,Age Ain't Nothing But A Number,Aaliyah,Back & Forth,92.938,4.0,audio_features,spotify:track:45wneA2j0Z0WMnYNDO6Ad0,0.903
0.661,richard marx,3525.0,now and forever,0.441,214827.0,0.258,0.0,2V2pxcEfn5zs79sE7qcewA,0.0,7.0,0.106,-11.227,1.0,70.0,1994-01-01,0.0276,Paid Vacation,Richard Marx,Now And Forever,77.988,1.0,audio_features,spotify:track:2V2pxcEfn5zs79sE7qcewA,0.172
0.257,babyface,3526.0,when can i see you,0.754,229600.0,0.472,0.0,2zItQNJrVrTioXTXWiI2ed,2.09e-05,8.0,0.121,-11.787,1.0,56.0,1993-08-24,0.0807,For The Cool In You,Babyface,When Can I See You,169.199,4.0,audio_features,spotify:track:2zItQNJrVrTioXTXWiI2ed,0.613
0.497,bryan adams,3527.0,please forgive me,0.555,355640.0,0.46,0.0,03EnOL1O9EKi9CFNmPyrCm,0.0,9.0,0.103,-7.032,1.0,70.0,2005-01-01,0.0277,Anthology,Bryan Adams,Please Forgive Me,67.027,3.0,audio_features,spotify:track:03EnOL1O9EKi9CFNmPyrCm,0.146
0.863,all 4 one,3528.0,so much in love,0.325,212040.0,0.194,0.0,23hEI2C48LP1iZyZNMrHGh,0.0,0.0,0.102,-13.552,0.0,0.0,2021-01-15,0.029,Unplugged Soul,All-4-One,So Much In Love,69.868,4.0,audio_features,spotify:track:23hEI2C48LP1iZyZNMrHGh,0.355
0.0915,salt n pepa,3529.0,shoop,0.939,248573.0,0.675,0.0,0Pu71wxadDlB8fJXfjIjeJ,0.0,0.0,0.0565,-7.232,1.0,70.0,1993-10-12,0.211,Very Necessary,Salt-N-Pepa,Shoop,96.918,4.0,audio_features,spotify:track:0Pu71wxadDlB8fJXfjIjeJ,0.795
0.604,janet jackson,3530.0,any time any place,0.571,428200.0,0.232,0.0,2yOm4lN7aTygtXanJFNFWU,0.000246,10.0,0.119,-11.309,1.0,61.0,1993-05-18,0.0699,Janet,Janet Jackson,"Any Time, Any Place",128.785,4.0,audio_features,spotify:track:2yOm4lN7aTygtXanJFNFWU,0.207
0.119,enigma,3533.0,return to innocence,0.476,255467.0,0.584,0.0,2UKkLqST2xWpK8n1b0Xr5Z,0.0,10.0,0.274,-12.357,1.0,66.0,1993-01-01,0.038,The Cross Of Changes,Enigma,Return To Innocence,88.026,4.0,audio_features,spotify:track:2UKkLqST2xWpK8n1b0Xr5Z,0.417
0.111,sheryl crow,3534.0,all i wanna do,0.82,272107.0,0.528,0.0,3ZpQiJ78LKINrW9SQTgbXd,0.0186,9.0,0.257,-11.179,1.0,70.0,1993-08-03,0.0321,Tuesday Night Music Club,Sheryl Crow,All I Wanna Do,120.091,4.0,audio_features,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,0.931
0.25,crash test dummies,3535.0,mmm mmm mmm mmm,0.58,235173.0,0.575,0.0,31v2AQlx4pDI7kmnLxBkem,1.83e-05,3.0,0.0813,-7.72,1.0,67.0,1993-04-05,0.0231,God Shuffled His Feet,Crash Test Dummies,Mmm Mmm Mmm Mmm,92.934,4.0,audio_features,spotify:track:31v2AQlx4pDI7kmnLxBkem,0.37
0.0759,tevin campbell,3536.0,can we talk,0.658,284587.0,0.711,0.0,6a5jHgwqYMk9wlYJYfs3c9,1.77e-05,2.0,0.0446,-7.424,0.0,66.0,2001,0.0425,The Best of Tevin Campbell,Tevin Campbell,Can We Talk,172.365,4.0,audio_features,spotify:track:6a5jHgwqYMk9wlYJYfs3c9,0.614
0.727,meat loaf,3538.0,id do anything for love but i wont do that,0.265,329400.0,0.553,0.0,6fqLce5TNAmNgbFwXD2DdG,0.0,0.0,0.983,-10.198,1.0,69.0,1995,0.0702,Welcome To The Neighbourhood,Meat Loaf,"I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre, New York, U.S.A./1995",76.115,4.0,audio_features,spotify:track:6fqLce5TNAmNgbFwXD2DdG,0.237
0.451,drs,3539.0,gangsta lean,0.742,322142.0,0.258,1.0,7FsrQ9ioJZuTJ9S1ANyl0d,0.0,3.0,0.0926,-11.885,0.0,41.0,1993-08-04,0.0339,Gangsta Lean,DRS,Gangsta Lean,82.576,3.0,audio_features,spotify:track:7FsrQ9ioJZuTJ9S1ANyl0d,0.476
0.109,us3,3541.0,cantaloop flip fantasia,0.851,279360.0,0.651,0.0,06DSI8L6IT8SizCw3JLckz,1.2e-05,5.0,0.124,-11.515,0.0,57.0,1993-01-01,0.0601,Hand On The Torch,Us3,Cantaloop (Flip Fantasia),115.992,4.0,audio_features,spotify:track:06DSI8L6IT8SizCw3JLckz,0.942
0.00123,tag team,3542.0,whoomp there it is,0.8,226027.0,0.639,0.0,70jtZsS59vhmyZSsln0std,0.0,4.0,0.0803,-7.406,0.0,61.0,1993-05-07,0.0439,Whoomp! There It Is,Tag Team,Whoomp! There It Is,129.443,4.0,audio_features,spotify:track:70jtZsS59vhmyZSsln0std,0.45
0.08,melissa etheridge,3543.0,come to my window,0.512,236000.0,0.636,0.0,4LmlGaGTEbTGE5VngAbpA3,0.000106,7.0,0.088,-9.602,1.0,57.0,1993-01-01,0.0262,Yes I Am,Melissa Etheridge,Come To My Window,97.257,4.0,audio_features,spotify:track:4LmlGaGTEbTGE5VngAbpA3,0.499
0.278,changing faces,3544.0,stroke you up,0.73,216546.0,0.731,0.0,5gt7KWB2avKJAAEqtgapLm,0.0,3.0,0.258,-3.438,0.0,36.0,2005-04-19,0.0279,Rhino Hi-Five: Changing Faces,Changing Faces,Stroke You Up,131.396,4.0,audio_features,spotify:track:5gt7KWB2avKJAAEqtgapLm,0.649
0.0631,tevin campbell,3545.0,im ready,0.684,286720.0,0.687,0.0,3vQQ6sNWRLfWXrnL04bIe0,1.29e-05,0.0,0.0601,-6.393,1.0,50.0,2005-12-20,0.0228,Rhino Hi-Five: Tevin Campbell,Tevin Campbell,I'm Ready,91.201,4.0,audio_features,spotify:track:3vQQ6sNWRLfWXrnL04bIe0,0.752
0.0843,crystal waters,3546.0,100 pure love,0.811,278627.0,0.725,0.0,0dfQwyoZoS9LgQiU6AJO7f,0.0059,8.0,0.0567,-7.203,1.0,58.0,1998-08-11,0.0491,The Best Of Crystal Waters,Crystal Waters,100% Pure Love,120.242,4.0,audio_features,spotify:track:0dfQwyoZoS9LgQiU6AJO7f,0.698
0.469,mariah carey,3547.0,anytime you need a friend,0.57,265467.0,0.549,0.0,0S8xKy1efKy3LvR53qe3Cq,7.91e-06,9.0,0.0715,-7.956,0.0,54.0,1993-08-04,0.0312,Music Box,Mariah Carey,Anytime You Need a Friend,136.13,4.0,audio_features,spotify:track:0S8xKy1efKy3LvR53qe3Cq,0.295
0.287,janet jackson,3548.0,because of love,0.764,260907.0,0.878,0.0,40kJxdeSmQieEgTgShXumm,0.00356,5.0,0.18,-5.647,0.0,44.0,1993-05-18,0.0523,Janet,Janet Jackson,Because Of Love,112.37,4.0,audio_features,spotify:track:40kJxdeSmQieEgTgShXumm,0.825
0.0399,beck,3550.0,loser,0.615,235000.0,0.616,0.0,5NTZM8YYeKM2YsGSffVIge,0.000129,6.0,0.348,-10.39,0.0,68.0,1994-03-01,0.133,Mellow Gold,Beck,Loser,170.776,4.0,audio_features,spotify:track:5NTZM8YYeKM2YsGSffVIge,0.836
0.0287,snoop dogg,3552.0,gin and juice,0.549,211493.0,0.845,0.0,3xxYvfgBslsAuEIQBGr4Jn,0.000492,7.0,0.67,-4.279,1.0,47.0,2001-03-13,0.2,Doggystyle,Snoop Dogg,Gin And Juice (feat. Dat Nigga Daz),94.491,4.0,audio_features,spotify:track:3xxYvfgBslsAuEIQBGr4Jn,0.351
0.294,bruce springsteen,3554.0,streets of philadelphia,0.741,195080.0,0.29,0.0,3fbnbn6A5O5RNb08tlUEgd,0.118,5.0,0.0924,-13.251,1.0,75.0,1995-02-27,0.0302,Greatest Hits,Bruce Springsteen,Streets of Philadelphia - Single Edit,93.699,4.0,audio_features,spotify:track:3fbnbn6A5O5RNb08tlUEgd,0.443
0.0284,domino,3555.0,getto jam,0.79,258000.0,0.59,1.0,0aaEaI3HUpOPAEvx9CFvd1,2.44e-06,2.0,0.436,-10.583,1.0,39.0,1997-01-08,0.0939,"Smooth Hip-Hop, Vol. 2",Domino,Getto Jam,86.582,4.0,audio_features,spotify:track:0aaEaI3HUpOPAEvx9CFvd1,0.434
0.747,luther vandross,3556.0,endless love,0.231,259667.0,0.477,0.0,7IljDTNkQEyy77CcaRbiAj,2.61e-06,10.0,0.122,-7.748,1.0,63.0,1994-09-20,0.029,Songs,Luther Vandross,Endless Love (with Mariah Carey),95.969,4.0,audio_features,spotify:track:7IljDTNkQEyy77CcaRbiAj,0.235
0.0298,aaron hall,3557.0,i miss you,0.713,381573.0,0.754,0.0,18LDVDUi8flgFAgwRTfG9y,0.0,6.0,0.136,-5.277,1.0,27.0,2018-12-14,0.0271,90s R&B Slow Jams,Aaron Hall,I Miss You,120.074,4.0,audio_features,spotify:track:18LDVDUi8flgFAgwRTfG9y,0.565
0.0312,warren g,3559.0,this dj,0.804,203027.0,0.443,1.0,2ImuQo1g14CTR9hZAZD3aQ,0.0225,6.0,0.112,-10.268,0.0,69.0,1994-06-07,0.134,Regulate… G Funk Era,Warren G,This D.J.,92.035,4.0,audio_features,spotify:track:2ImuQo1g14CTR9hZAZD3aQ,0.58
0.305,jodeci,3560.0,cry for you,0.65,300907.0,0.496,0.0,3RNvMhYFEwpCgPnDGKR5MB,0.0,5.0,0.33,-12.349,0.0,58.0,1993-12-21,0.0331,Diary Of A Mad Band,Jodeci,Cry For You,115.775,4.0,audio_features,spotify:track:3RNvMhYFEwpCgPnDGKR5MB,0.576
0.000136,snoop dogg,3562.0,whats my name,0.692,246320.0,0.833,1.0,12CdB878c6n94tTlNfPcCv,1.98e-05,7.0,0.515,-3.974,1.0,72.0,1993,0.0492,Doggystyle,Snoop Dogg,Who Am I (What's My Name)?,96.814,4.0,audio_features,spotify:track:12CdB878c6n94tTlNfPcCv,0.692
0.099,real mccoy,3563.0,another night,0.812,236600.0,0.877,0.0,3DL3P7ZMOu5gApQwaUtseF,0.00441,7.0,0.135,-7.596,1.0,50.0,1995-04-10,0.0399,Another Night,Real McCoy,Another Night,125.916,4.0,audio_features,spotify:track:3DL3P7ZMOu5gApQwaUtseF,0.885
0.457,r kelly,3564.0,your bodys callin,0.658,277493.0,0.55,0.0,4iXZFxEUzTTLMLE5jCyKEb,0.000728,9.0,0.114,-6.705,1.0,51.0,1993-11-07,0.0302,12 Play,R. Kelly,Your Body's Callin',168.289,4.0,audio_features,spotify:track:4iXZFxEUzTTLMLE5jCyKEb,0.727
0.0453,69 boyz,3565.0,tootsee roll,0.869,261360.0,0.725,1.0,0SAIjVOwxVnO1l9HGvLuOU,0.0,9.0,0.203,-12.507,0.0,56.0,1994-05-27,0.256,199 Quad (w/ Bonus Dvd),69 Boyz,Tootsee Roll (Dance Version),132.989,4.0,audio_features,spotify:track:0SAIjVOwxVnO1l9HGvLuOU,0.699
0.00482,jimmy cliff,3566.0,i can see clearly now,0.799,196000.0,0.662,0.0,7aJZxI6TVdIvQSuWxQ4rqp,0.000505,7.0,0.0484,-8.585,1.0,67.0,1969,0.0347,We All Are One: The Best Of Jimmy Cliff,Jimmy Cliff,I Can See Clearly Now,120.082,4.0,audio_features,spotify:track:7aJZxI6TVdIvQSuWxQ4rqp,0.717
0.0949,babyface,3567.0,never keeping secrets,0.693,293267.0,0.648,0.0,7L06pF5o819jflseQ4Wde5,0.0,11.0,0.14,-6.411,0.0,48.0,1993-08-24,0.0248,For The Cool In You,Babyface,Never Keeping Secrets,113.117,4.0,audio_features,spotify:track:7L06pF5o819jflseQ4Wde5,0.319
0.0868,aerosmith,3568.0,crazy,0.37,316693.0,0.866,0.0,74irxdVWstNlEQjsvArITq,0.0,6.0,0.137,-3.879,0.0,77.0,1993-01-01,0.0384,Get A Grip,Aerosmith,Crazy,162.086,3.0,audio_features,spotify:track:74irxdVWstNlEQjsvArITq,0.427
0.054,xscape,3569.0,just kickin it,0.694,204133.0,0.365,1.0,51RvCRzeTqoQgdOBgcpHtT,3.43e-05,1.0,0.401,-12.294,0.0,56.0,1999-10-08,0.0635,R&B: From Doo-Wop To Hip-Hop,Xscape,Just Kickin' It,80.904,4.0,audio_features,spotify:track:51RvCRzeTqoQgdOBgcpHtT,0.693
0.761,aaliyah,3570.0,at your best you are love,0.626,291400.0,0.441,0.0,4lRrk574qIHpoEEKC1zuam,0.0138,9.0,0.0685,-10.637,0.0,65.0,1994-05-22,0.0308,Age Ain't Nothing But A Number,Aaliyah,At Your Best (You Are Love),78.094,4.0,audio_features,spotify:track:4lRrk574qIHpoEEKC1zuam,0.563
0.235,meat loaf,3571.0,rock and roll dreams come through,0.655,350800.0,0.684,0.0,4YaoFW42YXgVr5U1UzIANs,1.02e-05,0.0,0.165,-8.453,1.0,50.0,1993,0.0298,Bat Out Of Hell II: Back Into Hell...,Meat Loaf,Rock And Roll Dreams Come Through,112.258,4.0,audio_features,spotify:track:4YaoFW42YXgVr5U1UzIANs,0.487
0.0645,aerosmith,3572.0,amazing,0.308,356160.0,0.747,0.0,6beFuzSjwhOKFZp2aqYDdY,8.27e-05,0.0,0.431,-5.434,1.0,70.0,1993-01-01,0.037,Get A Grip,Aerosmith,Amazing,139.454,4.0,audio_features,spotify:track:6beFuzSjwhOKFZp2aqYDdY,0.278
0.285,erasure,3573.0,always,0.601,237840.0,0.731,0.0,6jFxMGKsNEVrba2POPgAjK,1.95e-06,5.0,0.24,-9.9,1.0,57.0,1994-05-16,0.0285,I Say I Say I Say,Erasure,Always,103.027,4.0,audio_features,spotify:track:6jFxMGKsNEVrba2POPgAjK,0.322
0.0227,zhane,3574.0,groove thang,0.906,236507.0,0.486,0.0,5MiIyCJ1DYbWLdwWYzyNcJ,0.000757,9.0,0.0725,-7.189,0.0,51.0,1994-01-01,0.0408,Pronounced Jah-Nay,Zhané,Groove Thang,102.031,4.0,audio_features,spotify:track:5MiIyCJ1DYbWLdwWYzyNcJ,0.821
0.0726,culture beat,3576.0,mr vain,0.703,257467.0,0.997,0.0,4ih3dyFZoeTdaeJW9mPbOI,0.0235,9.0,0.123,-7.666,0.0,71.0,1993-01-01,0.0399,Mr. Vain,Culture Beat,Mr. Vain - Original Radio Edit,132.872,4.0,audio_features,spotify:track:4ih3dyFZoeTdaeJW9mPbOI,0.391
0.0272,tom petty and the heartbreakers,3577.0,mary janes last dance,0.464,273600.0,0.655,0.0,3dmqIB2Qxe2XZobw9gXxJ6,1.34e-06,7.0,0.328,-9.058,0.0,75.0,2008-05-20,0.0608,Greatest Hits,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,169.515,4.0,audio_features,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,0.531
0.0103,swv,3578.0,anything,0.798,247440.0,0.792,0.0,1vf3GldTchj0ytKoyLgMrZ,0.00031,10.0,0.309,-5.667,0.0,57.0,1994-05-10,0.0448,Anything,SWV,"Anything - Old Skool Radio 7"" Version",94.967,4.0,audio_features,spotify:track:1vf3GldTchj0ytKoyLgMrZ,0.798
0.595,joshua kadison,3579.0,beautiful in my eyes,0.582,249493.0,0.381,0.0,5o8gWPZxr4GZFslU85YMmu,1.1e-05,3.0,0.132,-10.045,1.0,58.0,1993-01-01,0.0256,Painted Desert Serenade,Joshua Kadison,Beautiful In My Eyes,141.947,4.0,audio_features,spotify:track:5o8gWPZxr4GZFslU85YMmu,0.283
0.00246,immature,3580.0,stay,0.805,408189.0,0.894,0.0,5bIUZR6kVJMz6l5SwtP6n8,0.941,1.0,0.118,-9.017,1.0,0.0,2019-04-26,0.0574,Wow Spring,Immature,Stay Underground,123.995,4.0,audio_features,spotify:track:5bIUZR6kVJMz6l5SwtP6n8,0.414
0.272,craig mack,3581.0,flava in ya ear,0.52,302013.0,0.847,1.0,5PbFD3AIyunz5HxocduA9e,0.0,9.0,0.325,-5.3,1.0,61.0,2004-03-09,0.427,Bad Boy's 10th Anniversary- The Hits,Craig Mack,"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",177.371,4.0,audio_features,spotify:track:5PbFD3AIyunz5HxocduA9e,0.799
0.0156,queen latifah,3582.0,unity,0.679,247707.0,0.72,1.0,5G176A9QjVvTTeKq3dTL1e,0.0,4.0,0.352,-6.62,0.0,30.0,1997-01-08,0.337,"Smooth Hip-Hop, Vol. 2",Queen Latifah,Unity,94.231,4.0,audio_features,spotify:track:5G176A9QjVvTTeKq3dTL1e,0.518
0.332,seal,3583.0,prayer for the dying,0.306,330267.0,0.762,0.0,7pzWp50ZQXM44dfDbyMY9l,0.00605,5.0,0.0835,-7.519,1.0,46.0,1994-05-31,0.051,Seal,Seal,Prayer for the Dying,99.903,4.0,audio_features,spotify:track:7pzWp50ZQXM44dfDbyMY9l,0.15
0.101,madonna,3584.0,secret,0.813,304933.0,0.655,0.0,15FcP9qwmIKqaD5NhfhNpu,6.65e-05,1.0,0.146,-7.884,1.0,54.0,1994-10-25,0.0262,Bedtime Stories,Madonna,Secret,99.982,4.0,audio_features,spotify:track:15FcP9qwmIKqaD5NhfhNpu,0.46
0.0328,ini kamoze,3585.0,here comes the hotstepper,0.852,244813.0,0.537,0.0,4vfzROmNsxedKICcHod5Rh,0.000248,7.0,0.229,-7.424,1.0,57.0,2001-01-01,0.114,On Your 90's Radio,Ini Kamoze,Here Comes the Hotstepper,100.369,4.0,audio_features,spotify:track:4vfzROmNsxedKICcHod5Rh,0.483
0.534,phil collins,3586.0,everyday,0.701,343893.0,0.469,0.0,1TuC2upbvZ6Ae0VE4kj8dT,0.00105,3.0,0.121,-9.63,1.0,52.0,1993-10-19,0.0305,Both Sides (Deluxe Edition),Phil Collins,Everyday - 2015 Remastered,94.699,4.0,audio_features,spotify:track:1TuC2upbvZ6Ae0VE4kj8dT,0.384
0.279,tim mcgraw,3587.0,dont take the girl,0.439,249360.0,0.454,0.0,2wmEryA2YLaFwFvA63n3O2,0.0,0.0,0.123,-8.669,1.0,62.0,1994-03-22,0.0308,Not A Moment Too Soon,Tim McGraw,Don't Take The Girl,204.263,4.0,audio_features,spotify:track:2wmEryA2YLaFwFvA63n3O2,0.354
0.015,heavy d,3588.0,got me waiting,0.809,271467.0,0.302,0.0,7lqwSAP2isafyCokjZd7aE,5.58e-05,2.0,0.12,-15.76,1.0,42.0,1994-05-25,0.309,Nuttin' But Love,Heavy D & The Boyz,Got Me Waiting,90.177,4.0,audio_features,spotify:track:7lqwSAP2isafyCokjZd7aE,0.546
0.0588,the four seasons,3589.0,december 1963 oh what a night,0.737,197147.0,0.495,0.0,1hQFF33xi8ruavZNyovtUN,9.12e-06,1.0,0.0542,-13.489,1.0,75.0,1975,0.027,Who Loves You,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",104.409,4.0,audio_features,spotify:track:1hQFF33xi8ruavZNyovtUN,0.967
0.0364,tim mcgraw,3590.0,indian outlaw,0.664,182120.0,0.739,0.0,1fYypIR0kaFzaSRbzvtjl9,4.99e-05,9.0,0.282,-7.229,1.0,64.0,1994-03-22,0.0415,Not A Moment Too Soon,Tim McGraw,Indian Outlaw,110.101,4.0,audio_features,spotify:track:1fYypIR0kaFzaSRbzvtjl9,0.759
0.117,bon jovi,3591.0,always,0.377,353320.0,0.658,0.0,0Z2CgMqTyPxSMJVcZZ2rGX,0.0,4.0,0.0677,-5.589,1.0,57.0,1994,0.0318,Cross Road (Sound & Vision) [2CD/DVD Sound & Vision],Bon Jovi,Always,143.713,4.0,audio_features,spotify:track:0Z2CgMqTyPxSMJVcZZ2rGX,0.307
0.0448,melissa etheridge,3592.0,im the only one,0.614,295000.0,0.476,0.0,4veE1jrMbVSy9FRCiYDGkD,0.0,0.0,0.0608,-9.648,1.0,62.0,1993-01-01,0.0321,Yes I Am,Melissa Etheridge,I'm The Only One,84.938,4.0,audio_features,spotify:track:4veE1jrMbVSy9FRCiYDGkD,0.644
0.342,ahmad,3593.0,back in the day,0.63,303373.0,0.641,0.0,5gUVdjfPWoaKoRiEMHBX6P,0.0,10.0,0.588,-6.67,0.0,50.0,1994-05-20,0.369,Ahmad,Ahmad Lewis,Back in the Day - Remix,79.523,4.0,audio_features,spotify:track:5gUVdjfPWoaKoRiEMHBX6P,0.541
0.0217,bonnie raitt,3594.0,love sneakin up on you,0.483,220733.0,0.673,0.0,1UtxIyLkTt7iR5TcWLt8IT,6.53e-06,7.0,0.209,-8.105,1.0,34.0,2003-01-01,0.0438,The Best Of Bonnie Raitt On Capitol 1989-2003,Bonnie Raitt,Love Sneakin' Up On You,189.704,4.0,audio_features,spotify:track:1UtxIyLkTt7iR5TcWLt8IT,0.558
0.0282,tevin campbell,3596.0,always in my heart,0.713,338732.0,0.677,0.0,2CD8UvBi01dwnriCM8TivL,5.99e-05,6.0,0.144,-6.761,1.0,46.0,2001,0.0253,The Best of Tevin Campbell,Tevin Campbell,Always in My Heart,124.152,4.0,audio_features,spotify:track:2CD8UvBi01dwnriCM8TivL,0.522
0.0222,haddaway,3597.0,what is love,0.683,270373.0,0.772,0.0,2ahnofp2LbBWDXcJbMaSTu,0.0149,7.0,0.203,-7.907,0.0,74.0,1993-03-22,0.0311,What Is Love (Remixes),Haddaway,"What Is Love - 7"" Mix",123.871,4.0,audio_features,spotify:track:2ahnofp2LbBWDXcJbMaSTu,0.737
