acousticness,billboard_artist,billboard_df_index,billboard_name,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.805,johnny horton,0.0,the battle of new orleans,0.704,151507.0,0.743,0.0,66eFGhs8LXeBgrXk0YgRJK,0.0,9.0,0.205,-12.069,1.0,53.0,1989-06-13,0.129,American Originals,Johnny Horton,The Battle Of New Orleans,177.362,4.0,audio_features,spotify:track:66eFGhs8LXeBgrXk0YgRJK,0.92
0.76,bobby darin,1.0,mack the knife,0.549,184333.0,0.529,0.0,3E5ndyOfO6vFDEIE42HA8o,0.0,3.0,0.206,-12.291,0.0,64.0,1959,0.108,That's All,Bobby Darin,Mack the Knife,82.755,4.0,audio_features,spotify:track:3E5ndyOfO6vFDEIE42HA8o,0.464
0.744,lloyd price,2.0,personality,0.591,157733.0,0.454,0.0,5vjigjfoXuJEttqLB3HTAg,0.0,5.0,0.0989,-8.936,1.0,54.0,1994-01-01,0.0322,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,Lloyd Price,Personality,128.909,4.0,audio_features,spotify:track:5vjigjfoXuJEttqLB3HTAg,0.865
0.538,frankie avalon,3.0,venus,0.605,143760.0,0.434,0.0,1odzZRPb3CvbIT2xU5vFma,2.41e-05,10.0,0.0804,-12.976,1.0,44.0,2002-01-01,0.0298,25 All-Time Greatest Hits,Frankie Avalon,Venus,114.983,4.0,audio_features,spotify:track:1odzZRPb3CvbIT2xU5vFma,0.837
0.352,paul anka,4.0,lonely boy,0.623,151107.0,0.605,0.0,4kh2S9hRpPvoF9JkwZcYGN,0.0,0.0,0.101,-9.923,1.0,50.0,2000-10-03,0.0306,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Lonely Boy,106.163,3.0,audio_features,spotify:track:4kh2S9hRpPvoF9JkwZcYGN,0.804
0.715,bobby darin,5.0,dream lover,0.526,150706.0,0.774,0.0,1KLpjQFgubHI3GkAICCNH3,0.0,5.0,0.437,-1.692,1.0,62.0,2004-11-23,0.0459,The Ultimate Bobby Darin,Bobby Darin,Dream Lover,131.715,4.0,audio_features,spotify:track:1KLpjQFgubHI3GkAICCNH3,0.715
0.893,the browns,6.0,the three bells,0.47,169573.0,0.159,0.0,24SbmQo3XQkNLpSBYda4DA,0.0,7.0,0.124,-14.795,1.0,43.0,2010-12-10,0.0403,Pure... Country,The Browns,The Three Bells,106.488,4.0,audio_features,spotify:track:24SbmQo3XQkNLpSBYda4DA,0.418
0.93,the fleetwoods,7.0,come softly to me,0.601,144933.0,0.095,0.0,603N4XGJUTbK760GLCvIIs,0.000285,1.0,0.116,-18.478,1.0,58.0,1993-01-01,0.0374,Come Softly To Me: The Very Best Of The Fleetwoods,The Fleetwoods,Come Softly To Me,122.975,4.0,audio_features,spotify:track:603N4XGJUTbK760GLCvIIs,0.672
0.653,wilbert harrison,8.0,kansas city,0.727,150333.0,0.665,0.0,4GvyP7CnBJEV2t7L7vOkjw,0.233,1.0,0.349,-6.453,1.0,48.0,1959,0.0352,An Introduction to Wilbert Harrison,Wilbert Harrison,Kansas City,114.979,4.0,audio_features,spotify:track:4GvyP7CnBJEV2t7L7vOkjw,0.912
0.931,the fleetwoods,9.0,mr blue,0.374,145133.0,0.0889,0.0,6bnFjTW3EnMG4BwreDnSHK,6.88e-06,4.0,0.111,-17.475,1.0,61.0,1993-01-01,0.0356,Come Softly To Me: The Very Best Of The Fleetwoods,The Fleetwoods,Mr. Blue,96.677,4.0,audio_features,spotify:track:6bnFjTW3EnMG4BwreDnSHK,0.211
0.759,santo and johnny,10.0,sleep walk,0.779,145333.0,0.212,0.0,0yK8sWD6cfrc7pGfaPIcZH,0.959,10.0,0.235,-9.759,0.0,64.0,2012-10-25,0.0362,Canadian American Greatest Hits 50th Anniversary Collection,Santo & Johnny,Sleep Walk,94.675,3.0,audio_features,spotify:track:0yK8sWD6cfrc7pGfaPIcZH,0.444
0.747,paul anka,11.0,put your head on my shoulder,0.547,154733.0,0.335,0.0,2DpJ9T2RVRanZcYFHKOAfA,0.0,4.0,0.101,-9.2,0.0,75.0,2000-10-03,0.0307,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Put Your Head On My Shoulder,115.838,3.0,audio_features,spotify:track:2DpJ9T2RVRanZcYFHKOAfA,0.474
0.675,lloyd price,12.0,stagger lee,0.396,144960.0,0.618,0.0,4MUGG9mgDUP8dlaS3AAeg0,0.0,3.0,0.0982,-8.209,1.0,48.0,1994-01-01,0.0311,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,Lloyd Price,Stagger Lee,69.835,4.0,audio_features,spotify:track:4MUGG9mgDUP8dlaS3AAeg0,0.824
0.864,ritchie valens,13.0,donna,0.472,150973.0,0.225,0.0,0VE4ayVlGs5DBoqOdgJ0Zv,0.0,5.0,0.111,-12.581,1.0,57.0,1959,0.0263,Ritchie Valens,Ritchie Valens,Donna - Single Version,100.299,3.0,audio_features,spotify:track:0VE4ayVlGs5DBoqOdgJ0Zv,0.29
0.678,dodie stevens,14.0,pink shoe laces,0.758,145160.0,0.587,0.0,2DifRe6kiKZjeB1IqFl2jJ,0.0,5.0,0.324,-10.462,0.0,39.0,2013-05-01,0.107,Pink Shoe Laces,Dodie Stevens,Pink Shoe Laces,85.81,4.0,audio_features,spotify:track:2DifRe6kiKZjeB1IqFl2jJ,0.882
0.92,the platters,15.0,smoke gets in your eyes,0.203,160933.0,0.295,0.0,2vSxjnyrWrtxyfzO47EX6q,2.05e-06,3.0,0.173,-11.155,1.0,66.0,1959-01-01,0.0323,Remember When?,The Platters,Smoke Gets In Your Eyes,171.222,3.0,audio_features,spotify:track:2vSxjnyrWrtxyfzO47EX6q,0.285
0.404,the coasters,16.0,charlie brown,0.646,141667.0,0.628,0.0,6Q0aBakbTsjQO6iGdxmXlx,5.03e-06,3.0,0.00967,-8.794,1.0,53.0,2005-12-20,0.243,Rhino Hi-Five: The Coasters,The Coasters,Charlie Brown,125.705,4.0,audio_features,spotify:track:6Q0aBakbTsjQO6iGdxmXlx,0.881
0.685,martin denny,17.0,quiet village,0.818,220240.0,0.482,0.0,3ZI49HJE66dhI3EvYHDqSz,0.119,2.0,0.228,-8.915,0.0,44.0,1956,0.0538,Exotica,Martin Denny,Quiet Village - Original Mono Version,114.324,4.0,audio_features,spotify:track:3ZI49HJE66dhI3EvYHDqSz,0.299
0.645,carl dobkins jr,18.0,my heart is an open book,0.836,130093.0,0.247,0.0,0BWPSyMuy1PqWsDsnTiKSh,0.0,4.0,0.0755,-14.691,1.0,18.0,2011-03-29,0.0565,My Heart Is An Open Book,"Carl Dobkins, Jr.",My Heart is an Open Book,126.093,4.0,audio_features,spotify:track:0BWPSyMuy1PqWsDsnTiKSh,0.827
0.284,the everly brothers,19.0,till i kissed you,0.524,147760.0,0.376,0.0,0DGAdXl0b4hPg8CupFWcjh,0.0,10.0,0.326,-14.063,0.0,22.0,2017-03-04,0.0402,All I Have to Do Is Dream,The Everly Brothers,Till I Kissed You,139.179,4.0,audio_features,spotify:track:0DGAdXl0b4hPg8CupFWcjh,0.709
0.806,phil phillips,20.0,sea of love,0.457,144507.0,0.562,0.0,7q4JS8fcVlAVnkryc5aBWJ,0.0,7.0,0.175,-6.063,1.0,51.0,2010-03-22,0.0279,Sea of Love,Phil Phillips,Sea Of Love,127.551,3.0,audio_features,spotify:track:7q4JS8fcVlAVnkryc5aBWJ,0.299
0.541,dave cortez,21.0,the happy organ,0.641,123653.0,0.778,0.0,4OOydvuPBmfNFfTbMMvKRa,0.00253,1.0,0.183,-10.086,1.0,25.0,2012-11-19,0.0288,The Happy Organ and Other Great Recordings 1956 - 1961,"Dave ""Baby"" Cortez",The Happy Organ,90.883,4.0,audio_features,spotify:track:4OOydvuPBmfNFfTbMMvKRa,0.972
0.765,lloyd price,22.0,im gonna get married,0.569,143000.0,0.514,0.0,1jKcwPfDloLOMxC1wMV0ux,0.0,7.0,0.131,-9.369,1.0,46.0,1994-01-01,0.0334,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,Lloyd Price,I'm Gonna Get Married,119.518,4.0,audio_features,spotify:track:1jKcwPfDloLOMxC1wMV0ux,0.63
0.735,the impalas,23.0,sorry i ran all the way home,0.59,155960.0,0.541,0.0,7DV5DkftLRxet0ZbQeODMc,0.0,3.0,0.0821,-14.597,1.0,23.0,2019-05-24,0.0441,Original Doo-Wop Classics,The Impalas,Sorry (I Ran All the Way Home),126.302,4.0,audio_features,spotify:track:7DV5DkftLRxet0ZbQeODMc,0.901
0.671,dion and the belmonts,24.0,a teenager in love,0.555,158253.0,0.377,0.0,0QGwOFQChzflLAmPq5NwKo,0.0,1.0,0.128,-9.123,1.0,65.0,1959-01-01,0.0295,Presenting Dion And The Belmonts,Dion & The Belmonts,A Teenager In Love,78.986,4.0,audio_features,spotify:track:0QGwOFQChzflLAmPq5NwKo,0.619
0.786,the crests,25.0,16 candles,0.545,172267.0,0.331,0.0,2P4kTji3qRDdpgPzfaXjvF,0.0,10.0,0.292,-13.109,1.0,18.0,1958-01-01,0.0291,Greatest Hits,The Crests,16 Candles,114.537,3.0,audio_features,spotify:track:2P4kTji3qRDdpgPzfaXjvF,0.599
0.858,brook benton,26.0,its just a matter of time,0.571,145067.0,0.273,0.0,3UjVdOZBluypI9Qdc4IPsB,0.151,3.0,0.17,-13.659,1.0,40.0,2009-01-01,0.0331,Brook Benton,Brook Benton,It's Just a Matter of Time - Rerecorded,100.966,3.0,audio_features,spotify:track:3UjVdOZBluypI9Qdc4IPsB,0.471
0.342,connie francis,27.0,lipstick on your collar,0.526,136573.0,0.931,0.0,1tY8PhIOqDTx1GHDEhSuxh,9.91e-05,7.0,0.271,-6.723,1.0,46.0,1996-01-01,0.0526,The Collection,Connie Francis,Lipstick On Your Collar,165.365,4.0,audio_features,spotify:track:1tY8PhIOqDTx1GHDEhSuxh,0.929
0.514,the drifters,28.0,there goes my baby,0.4,130320.0,0.681,0.0,5Aqnf8w3OZG0RQIW90QGaP,0.0,6.0,0.625,-3.406,0.0,41.0,2007-04-02,0.0327,Definitive Soul: The Drifters,The Drifters,There Goes My Baby - Single Version; 2019 Remaster,63.996,4.0,audio_features,spotify:track:5Aqnf8w3OZG0RQIW90QGaP,0.635
0.822,elvis presley,29.0,a big hunk o love,0.551,133093.0,0.934,0.0,6PUsG2iMvCjnPFLjydO1RR,0.143,7.0,0.419,-6.66,0.0,52.0,2002-09-24,0.0481,Elvis 30 #1 Hits,Elvis Presley,A Big Hunk O' Love,87.055,4.0,audio_features,spotify:track:6PUsG2iMvCjnPFLjydO1RR,0.96
0.636,johnny and the hurricanes,30.0,red river rock,0.333,138200.0,0.736,0.0,4UJ2ptdS618li30fRw3NsY,0.00161,11.0,0.15,-14.198,1.0,42.0,1959-01-01,0.0656,Red River Rock,Johnny & The Hurricanes,Red River Rock - Rock Version of 'Red River Valley',151.166,4.0,audio_features,spotify:track:4UJ2ptdS618li30fRw3NsY,0.796
0.292,stonewall jackson,31.0,waterloo,0.562,148893.0,0.736,0.0,6ZlgsqXnhBlyMEBI3i8al3,0.0,8.0,0.179,-6.671,0.0,36.0,1959-10-19,0.0293,The Dynamic Stonewall Jackson,Stonewall Jackson,Waterloo,101.76,4.0,audio_features,spotify:track:6ZlgsqXnhBlyMEBI3i8al3,0.962
0.593,sammy turner,32.0,lavender blue,0.476,141000.0,0.139,0.0,2AUqxK9i6CdUIha7C7x9x1,0.0,3.0,0.144,-14.959,1.0,9.0,2005,0.0294,Pop Megahits Of The 1950's Vol. 1,Sammy Turner,Lavender Blue,72.774,4.0,audio_features,spotify:track:2AUqxK9i6CdUIha7C7x9x1,0.329
0.96,elvis presley,33.0,night,0.269,145000.0,0.0314,0.0,6cw1OgKsuEWQbmQb5Z4a3T,0.0678,10.0,0.113,-23.411,1.0,67.0,1957-10-15,0.0351,Elvis' Christmas Album,Elvis Presley,Silent Night,135.49,3.0,audio_features,spotify:track:6cw1OgKsuEWQbmQb5Z4a3T,0.176
0.105,the virtues,34.0,guitar boogie shuffle,0.542,156800.0,0.946,0.0,6CIHxvT7MnSGsJLCoihLtV,0.0309,4.0,0.0854,-7.03,1.0,24.0,1997-01-01,0.0578,"Hop, Skip and Jump",Frank Virture and The Virtues,Guitar Boogie Shuffle,93.164,4.0,audio_features,spotify:track:6CIHxvT7MnSGsJLCoihLtV,0.482
0.103,sandy nelson,35.0,teen beat,0.459,144000.0,0.813,0.0,6dxfNCIWTsnMxm4x3P9Dm5,0.916,9.0,0.0716,-11.664,1.0,23.0,2011-02-15,0.0378,Rockin' Teen Beat,Sandy Nelson,Teen Beat,95.685,4.0,audio_features,spotify:track:6dxfNCIWTsnMxm4x3P9Dm5,0.532
0.748,edd byrnes,36.0,kookie kookie lend me your comb,0.807,127133.0,0.811,0.0,6EOJlaHhyHcvn9IWqvP1BR,6.97e-05,3.0,0.158,-8.043,1.0,4.0,2013-07-08,0.0531,"Kookie - Star of ""77 Sunset Strip"" (Original Album Plus Bonus Tracks 1959)",Edd Byrnes,Kookie Kookie (Lend Me Your Comb),128.554,4.0,audio_features,spotify:track:6EOJlaHhyHcvn9IWqvP1BR,0.935
0.948,thomas wayne,37.0,tragedy,0.438,129497.0,0.256,0.0,1tk65cIQ5EFk5vW8z5RWgt,0.000883,1.0,0.109,-7.858,1.0,18.0,2014-03-04,0.0257,Discover 50s One Hit Wonders,Thomas Wayne,Tragedy,73.913,4.0,audio_features,spotify:track:1tk65cIQ5EFk5vW8z5RWgt,0.13
0.747,connie francis,38.0,my happiness,0.451,150000.0,0.31,0.0,0d5og8pIpf6AZx2qmSdbHo,1.88e-06,10.0,0.127,-7.965,1.0,41.0,1996-01-01,0.0271,The Collection,Connie Francis,My Happiness,107.001,4.0,audio_features,spotify:track:0d5og8pIpf6AZx2qmSdbHo,0.285
0.0748,freddy cannon,39.0,tallahassee lassie,0.465,132627.0,0.898,0.0,6BSaz4NeYHIlGGF2EXByn1,0.00558,2.0,0.127,-5.186,1.0,31.0,1999-08-11,0.0477,The EP Collection,Freddy Cannon,Tallahassee Lassie,142.669,4.0,audio_features,spotify:track:6BSaz4NeYHIlGGF2EXByn1,0.68
0.749,fabian forte,40.0,tiger,0.56,145441.0,0.668,0.0,7wo17tEQU48dk8uVacyZbl,0.0554,4.0,0.385,-13.886,0.0,1.0,2020-05-29,0.0411,Fabian Forte,Fabian,Tiger,167.706,4.0,audio_features,spotify:track:7wo17tEQU48dk8uVacyZbl,0.961
0.127,ricky nelson,41.0,never be anyone else but you,0.577,136267.0,0.45,0.0,0snHlyyyUp2hKYEz7ffmkx,7.28e-05,0.0,0.138,-10.327,1.0,51.0,1959-01-01,0.0352,Ricky Sings Again (Expanded Edition / Remastered),Ricky Nelson,Never Be Anyone Else But You - Remastered,141.703,3.0,audio_features,spotify:track:0snHlyyyUp2hKYEz7ffmkx,0.711
0.799,della reese,42.0,dont you know,0.149,151707.0,0.367,0.0,3yIBU17cLkuB8tKMymOLvX,0.0,3.0,0.0996,-13.011,1.0,35.0,1993-09-28,0.0347,A Bronx Tale - Music From The Motion Picture,Della Reese,Don't You Know?,170.558,1.0,audio_features,spotify:track:3yIBU17cLkuB8tKMymOLvX,0.374
0.863,elvis presley,43.0,i need your love tonight,0.509,124627.0,0.8,0.0,1SoFz4D2PWB98avdJnt0XD,0.000166,7.0,0.475,-8.695,1.0,39.0,1959-11-13,0.0462,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",Elvis Presley,I Need Your Love Tonight - Live,180.595,4.0,audio_features,spotify:track:1SoFz4D2PWB98avdJnt0XD,0.966
0.925,dinah washington,44.0,what a diffrence a day makes,0.387,151867.0,0.117,0.0,66iKqUazBbTlAEjcZrpDkD,0.000171,0.0,0.109,-17.803,1.0,64.0,1959-02-19,0.0299,What A Diff'rence A Day Makes! (Expanded Edition),Dinah Washington,What A Diff'rence A Day Made,93.575,4.0,audio_features,spotify:track:66iKqUazBbTlAEjcZrpDkD,0.166
0.797,bobby bare,45.0,the all american boy,0.519,186133.0,0.884,0.0,7ggRITkFeW3MkJecoIvnHB,0.0,4.0,0.19,-7.943,1.0,1.0,2008-07-07,0.0753,All American Rock 'n' Roll from Fraternity Records,Bobby Bare,The All American Boy,145.423,4.0,audio_features,spotify:track:7ggRITkFeW3MkJecoIvnHB,0.886
0.78,jerry wallace,46.0,primrose lane,0.607,147440.0,0.358,0.0,2bvKFIpuoWJprEiMdu0TU8,0.00153,8.0,0.082,-15.976,0.0,18.0,1959-01-01,0.0318,Primrose Lane,Jerry Wallace,Primrose Lane,120.202,4.0,audio_features,spotify:track:2bvKFIpuoWJprEiMdu0TU8,0.486
0.564,the chipmunks,47.0,alvins harmonica,0.557,165172.0,0.297,0.0,0pWNQBKgaVTBVFrggjL7Ch,0.0209,8.0,0.282,-11.102,1.0,33.0,2020-08-12,0.052,"Listen Along with Mother, The Chipmunks",Alvin & The Chipmunks,Alvin's Harmonica,116.819,4.0,audio_features,spotify:track:0pWNQBKgaVTBVFrggjL7Ch,0.898
0.897,andy williams,48.0,lonely street,0.333,162087.0,0.243,0.0,5znhwiZAqjRt4j909r2WUU,8.56e-05,9.0,0.105,-9.301,1.0,12.0,2020-12-04,0.031,Andy Williams - The Ultimate Hits Collection,Andy Williams,Lonely Street,95.987,3.0,audio_features,spotify:track:5znhwiZAqjRt4j909r2WUU,0.396
0.808,ray charles,49.0,whatd i say,0.54,307053.0,0.681,0.0,5yQ9iMZXGcr5rlO4hoLsP4,0.0,4.0,0.162,-5.44,1.0,63.0,1959,0.0508,What'd I Say,Ray Charles,"What'd I Say, Pt. 1 & 2",88.385,4.0,audio_features,spotify:track:5yQ9iMZXGcr5rlO4hoLsP4,0.794
0.796,sarah vaughan,50.0,broken hearted melody,0.45,143360.0,0.544,0.0,5X4lsUAYrT5m0IyL6Xm8T5,0.0,7.0,0.194,-10.011,1.0,59.0,1958-07-07,0.0378,Sarah Vaughan's Golden Hits,Sarah Vaughan,Broken Hearted Melody,132.542,4.0,audio_features,spotify:track:5X4lsUAYrT5m0IyL6Xm8T5,0.75
0.957,billy grammer,52.0,gotta travel on,0.45,150787.0,0.568,0.0,4nGqQNxZ4SCLpfrkWJQhPO,0.0,0.0,0.107,-9.381,0.0,7.0,2013-05-05,0.0551,Chasing a Dream,Billy Grammer,Gotta Travel On,178.165,4.0,audio_features,spotify:track:4nGqQNxZ4SCLpfrkWJQhPO,0.8
0.381,the coasters,53.0,poison ivy,0.75,164320.0,0.586,0.0,5y3EUvXJouxlUk5FLOblFB,0.0,1.0,0.142,-8.985,1.0,44.0,2005-12-20,0.0706,Rhino Hi-Five: The Coasters,The Coasters,Poison Ivy,137.194,4.0,audio_features,spotify:track:5y3EUvXJouxlUk5FLOblFB,0.972
0.406,jackie wilson,55.0,lonely teardrops,0.524,166213.0,0.478,0.0,6TYR3IVgIwDK6ydc2EPEQq,0.0,7.0,0.74,-8.894,1.0,52.0,1959,0.118,Lonely Teardrops,Jackie Wilson,Lonely Teardrops,137.133,4.0,audio_features,spotify:track:6TYR3IVgIwDK6ydc2EPEQq,0.843
0.861,andy williams,56.0,hawaiian wedding song,0.278,150200.0,0.141,0.0,0gPX8VCqSEnYhIMHvqGUr7,0.002,10.0,0.382,-13.719,1.0,45.0,1992-03-30,0.031,Blue Hawaii - Greatest Songs Of The Islands,Andy Williams,Hawaiian Wedding Song,101.747,3.0,audio_features,spotify:track:0gPX8VCqSEnYhIMHvqGUr7,0.176
0.728,frankie avalon,58.0,just ask your heart,0.463,150067.0,0.576,0.0,5AKoXKsUmngrZAFuVymYgk,1.95e-06,0.0,0.0861,-8.506,1.0,20.0,2002-01-01,0.0284,25 All-Time Greatest Hits,Frankie Avalon,Just Ask Your Heart,176.517,4.0,audio_features,spotify:track:5AKoXKsUmngrZAFuVymYgk,0.945
0.58,travis and bob,59.0,tell him no,0.313,131120.0,0.63,0.0,0mVGKK9nOl8scxFENvJZaP,0.0,9.0,0.248,-11.744,1.0,6.0,2014-08-17,0.064,Alley - Oop-30 One Hit Wonders - Us Pop!,Travis & Bob,Tell Him No,184.775,4.0,audio_features,spotify:track:0mVGKK9nOl8scxFENvJZaP,0.923
0.796,connie francis,60.0,frankie,0.572,151200.0,0.483,0.0,3cmGF5NDmyRcc8XM3xbFWb,5.97e-06,3.0,0.175,-8.123,1.0,45.0,2005-06-14,0.0253,Gold,Connie Francis,Frankie,99.605,3.0,audio_features,spotify:track:3cmGF5NDmyRcc8XM3xbFWb,0.609
0.93,lavern baker,62.0,i cried a tear,0.348,155853.0,0.179,0.0,28dTB69zJBpBIiDH32Jp1M,0.0016,9.0,0.0992,-13.394,1.0,27.0,2005-12-20,0.0315,Blues Ballads,LaVern Baker,I Cried a Tear,169.232,3.0,audio_features,spotify:track:28dTB69zJBpBIiDH32Jp1M,0.547
0.903,the platters,63.0,enchanted,0.382,171693.0,0.223,0.0,0gHSwPpnHuLn66mtN3wnd4,3.23e-06,3.0,0.282,-13.817,1.0,41.0,1991-01-01,0.0324,The Very Best Of The Platters,The Platters,Enchanted,79.395,4.0,audio_features,spotify:track:0gHSwPpnHuLn66mtN3wnd4,0.292
0.732,the skyliners,64.0,since i dont have you,0.221,158058.0,0.41,0.0,1DqWuYud6jDyfnDk297XTU,0.00292,6.0,0.314,-9.059,1.0,48.0,2019-07-09,0.0317,Extended Play Collection,The Skyliners,Since I Don’t Have You,143.446,4.0,audio_features,spotify:track:1DqWuYud6jDyfnDk297XTU,0.733
0.634,ray anthony,65.0,peter gunn theme,0.611,111307.0,0.621,0.0,1pdNbhPn4EJLGF1ai7FYYI,0.657,7.0,0.305,-9.051,0.0,16.0,2013-05-21,0.0305,"Ray Anthony, Peter Gunn & Other Classics",Ray Anthony,Peter Gunn Theme,118.766,4.0,audio_features,spotify:track:1pdNbhPn4EJLGF1ai7FYYI,0.895
0.768,the chipmunks,66.0,the chipmunk song christmas dont be late,0.635,141907.0,0.468,0.0,7mZwaEEaHSeTYC2hTAjUki,0.00134,3.0,0.576,-7.175,1.0,58.0,1961-01-01,0.0417,Let's All Sing With The Chipmunks,Alvin & The Chipmunks,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,149.64,3.0,audio_features,spotify:track:7mZwaEEaHSeTYC2hTAjUki,0.695
0.592,fats domino,67.0,i want to walk you home,0.631,143933.0,0.514,0.0,0bnzRp6ghPlYV9lCubDtDA,0.0,1.0,0.122,-10.017,1.0,38.0,1988-01-01,0.0308,Essential,Fats Domino,I Want To Walk You Home,88.731,4.0,audio_features,spotify:track:0bnzRp6ghPlYV9lCubDtDA,0.896
0.182,the fiestas,68.0,so fine,0.437,143000.0,0.413,0.0,5dTK0Jl2P6MSeVzeCGQBIy,0.0,3.0,0.279,-11.689,1.0,34.0,2012-08-08,0.0314,So Fine: The Classic Old Town Recordings,The Fiestas,So Fine,142.327,4.0,audio_features,spotify:track:5dTK0Jl2P6MSeVzeCGQBIy,0.621
0.781,frankie avalon,69.0,bobby sox to stockings,0.608,159949.0,0.405,0.0,3QslWf6jjw6f0by37Zrupd,0.0,7.0,0.263,-12.973,0.0,19.0,2018-03-22,0.031,Venus,Frankie Avalon,Bobby Sox to Stockings,117.758,4.0,audio_features,spotify:track:3QslWf6jjw6f0by37Zrupd,0.617
0.939,wink martindale,70.0,the deck of cards,0.653,151547.0,0.175,0.0,40fhidkTx7YZSmcvSWdsV4,0.236,8.0,0.105,-17.517,1.0,0.0,1959-01-01,0.0463,Deck of Cards,Wink Martindale,Beyond the Sunset,115.051,4.0,audio_features,spotify:track:40fhidkTx7YZSmcvSWdsV4,0.471
0.887,clyde mcphatter,71.0,a lovers question,0.67,150267.0,0.436,0.0,6HBgCYResmsdmOufyHVoNB,1.71e-05,0.0,0.0609,-11.698,1.0,40.0,2005-04-19,0.0554,Clyde,Clyde McPhatter,A Lover's Question,83.023,4.0,audio_features,spotify:track:6HBgCYResmsdmOufyHVoNB,0.951
0.916,the flamingos,72.0,i only have eyes for you,0.552,202773.0,0.313,0.0,3YdKJzcoMZMacISlpY4QoP,0.0017,5.0,0.12,-12.41,1.0,64.0,1959-08-11,0.0296,Flamingo Serenade,The Flamingos,I Only Have Eyes for You,88.554,3.0,audio_features,spotify:track:3YdKJzcoMZMacISlpY4QoP,0.303
0.79,ricky nelson,73.0,its late,0.6,119667.0,0.795,0.0,5fWoxLPLPaJUy3Iostzl1C,0.0,8.0,0.0949,-8.077,1.0,40.0,1959-01-01,0.0629,Ricky Sings Again (Expanded Edition / Remastered),Ricky Nelson,It's Late,82.868,4.0,audio_features,spotify:track:5fWoxLPLPaJUy3Iostzl1C,0.898
0.915,chris barber,74.0,petite fleur,0.7,164360.0,0.122,0.0,49ENB0tgwiU80dvt57WQ5x,0.78,8.0,0.133,-16.596,0.0,45.0,1994-10-22,0.0381,60 Timeless Classics from the Giants of Traditional Jazz,Chris Barber,Petite Fleur,112.29,4.0,audio_features,spotify:track:49ENB0tgwiU80dvt57WQ5x,0.521
0.676,annette funicello,75.0,tall paul,0.382,97080.0,0.543,0.0,7oJujJSTfOKP1Gw95dK3Sy,4.94e-05,3.0,0.31,-9.582,1.0,19.0,1960-01-01,0.0442,Annette,Annette Funicello,Tall Paul,202.42,4.0,audio_features,spotify:track:7oJujJSTfOKP1Gw95dK3Sy,0.961
0.795,the kingston trio,76.0,the tijuana jail,0.451,170907.0,0.263,0.0,4adwiDSem8c2jgiy66Bcsv,0.0,7.0,0.108,-13.567,1.0,32.0,1990-06-18,0.0313,The Capitol Collector's Series,The Kingston Trio,The Tijuana Jail - 1990 Digital Remaster,155.891,4.0,audio_features,spotify:track:4adwiDSem8c2jgiy66Bcsv,0.62
0.671,ricky nelson,77.0,just a little too much,0.7,132200.0,0.738,0.0,2OBi2t8GK7X0GQdu4v5y91,4.26e-06,8.0,0.221,-11.116,1.0,21.0,1959-01-01,0.035,Songs By Ricky (Expanded Edition / Remastered),Ricky Nelson,Just A Little Too Much - Remastered,91.659,4.0,audio_features,spotify:track:2OBi2t8GK7X0GQdu4v5y91,0.968
0.93,jack scott,78.0,goodbye baby,0.728,128973.0,0.486,0.0,5rsw9X7x69a5aiTvQqm9Tl,0.236,9.0,0.101,-13.772,1.0,18.0,2009-04-01,0.0312,Best Of The Rockabilly Years,Jack Scott,Goodbye Baby,130.648,4.0,audio_features,spotify:track:5rsw9X7x69a5aiTvQqm9Tl,0.771
0.504,the coasters,79.0,along came jones,0.771,178053.0,0.758,0.0,4RPiAR1m2eglvjWMHHFu1Y,0.0,9.0,0.109,-6.013,1.0,32.0,2006-12-19,0.3,Rhino Hi-Five: The Coasters [Vol. 2],The Coasters,Along Came Jones,104.684,4.0,audio_features,spotify:track:4RPiAR1m2eglvjWMHHFu1Y,0.758
0.891,tommy dee,80.0,three stars,0.524,191093.0,0.27,0.0,6gTvjqa5IZ229RVUfzaHRo,0.0,0.0,0.104,-13.444,1.0,5.0,2014-08-17,0.0286,Alley - Oop-30 One Hit Wonders - Us Pop!,Tommy Dee,Three Stars,91.828,3.0,audio_features,spotify:track:6gTvjqa5IZ229RVUfzaHRo,0.435
0.69,frankie avalon,81.0,a boy without a girl,0.359,120373.0,0.254,0.0,1f32LO9K015Bq5iuDnVaPx,0.000734,4.0,0.107,-13.33,1.0,7.0,2002-01-01,0.0298,25 All-Time Greatest Hits,Frankie Avalon,A Boy Without A Girl,128.531,4.0,audio_features,spotify:track:1f32LO9K015Bq5iuDnVaPx,0.292
